sku,date,qty,unit_price
21232,2011-06-30,16.0,1.25
21232,2011-07-01,16.0,1.25
21232,2011-07-03,8.0,1.25
21232,2011-07-04,1.0,2.46
21232,2011-07-05,19.0,2.46
21232,2011-07-06,18.0,1.25
21232,2011-07-07,20.0,1.25
21232,2011-07-10,7.0,1.25
21232,2011-07-11,36.0,1.25
21232,2011-07-12,1.0,2.46
21232,2011-07-13,26.0,1.25
21232,2011-07-14,57.0,1.25
21232,2011-07-15,1.0,2.46
21232,2011-07-18,2.0,2.46
21232,2011-07-19,121.0,1.25
21232,2011-07-20,11.0,2.46
21232,2011-07-22,1.0,2.46
21232,2011-07-24,6.0,1.25
21232,2011-07-25,46.0,1.25
21232,2011-07-26,1.0,2.46
21232,2011-07-27,12.0,1.25
21232,2011-07-29,36.0,1.25
21232,2011-08-01,33.0,1.25
21232,2011-08-02,13.0,1.25
21232,2011-08-03,8.0,1.25
21232,2011-08-04,85.0,1.25
21232,2011-08-05,2.0,1.25
21232,2011-08-08,5.0,2.46
21232,2011-08-09,12.0,1.25
21232,2011-08-10,7.0,2.46
21232,2011-08-11,21.0,3.29
21232,2011-08-12,2.0,2.46
21232,2011-08-14,72.0,1.06
21232,2011-08-15,24.0,1.25
21232,2011-08-16,1.0,3.29
21232,2011-08-17,27.0,1.25
21232,2011-08-18,12.0,1.25
21232,2011-08-19,12.0,1.25
21232,2011-08-22,4.0,1.25
21232,2011-08-24,27.0,3.29
21232,2011-08-25,15.0,1.25
21232,2011-08-26,51.0,3.29
21232,2011-08-28,4.0,1.25
21232,2011-08-30,27.0,2.46
21232,2011-09-01,36.0,1.25
21232,2011-09-02,11.0,2.46
21232,2011-09-05,4.0,1.25
21232,2011-09-06,35.0,1.25
21232,2011-09-07,2.0,2.46
21232,2011-09-08,157.0,1.25
21232,2011-09-09,49.0,1.25
21232,2011-09-11,40.0,1.25
21232,2011-09-12,49.0,1.25
21232,2011-09-13,33.0,2.46
21232,2011-09-14,2.0,2.46
21232,2011-09-15,14.0,2.46
21232,2011-09-16,25.0,1.25
21232,2011-09-18,10.0,1.25
21232,2011-09-19,112.0,1.06
21232,2011-09-20,16.0,1.25
21232,2011-09-21,18.0,2.46
21232,2011-09-22,7.0,1.25
21232,2011-09-23,40.0,1.25
21232,2011-09-25,14.0,1.25
21232,2011-09-26,39.0,1.25
21232,2011-09-27,32.0,3.29
21232,2011-09-28,105.0,1.25
21232,2011-09-29,12.0,1.25
21232,2011-09-30,25.0,1.25
21232,2011-10-02,1.0,1.25
21232,2011-10-03,5.0,2.46
21232,2011-10-04,40.0,2.46
21232,2011-10-05,5.0,2.46
21232,2011-10-06,13.0,2.46
21232,2011-10-07,2.0,3.29
21232,2011-10-09,2.0,1.25
21232,2011-10-10,30.0,1.25
21232,2011-10-11,17.0,2.46
21232,2011-10-12,17.0,1.25
21232,2011-10-13,288.0,1.06
21232,2011-10-14,18.0,1.25
21232,2011-10-17,15.0,2.46
21232,2011-10-18,12.0,1.25
21232,2011-10-19,5.0,2.46
21232,2011-10-20,16.0,1.25
21232,2011-10-21,85.0,1.25
21232,2011-10-23,6.0,1.25
21232,2011-10-24,4.0,2.46
21232,2011-10-25,15.0,1.25
21232,2011-10-26,76.0,2.46
21232,2011-10-27,37.0,1.25
21232,2011-10-28,1.0,1.25
21232,2011-10-30,4.0,1.25
21232,2011-10-31,34.0,2.46
21232,2011-11-02,29.0,2.46
21232,2011-11-03,84.0,1.25
21232,2011-11-04,41.0,1.25
21232,2011-11-06,13.0,1.25
21232,2011-11-07,17.0,2.46
21232,2011-11-08,28.0,1.25
21232,2011-11-10,57.0,1.25
21232,2011-11-11,15.0,2.46
21232,2011-11-13,18.0,2.46
21232,2011-11-14,84.0,2.46
21232,2011-11-15,565.0,1.25
21232,2011-11-16,14.0,2.46
21232,2011-11-17,42.0,1.25
21232,2011-11-18,2.0,1.25
21232,2011-11-20,26.0,1.25
21232,2011-11-21,27.0,1.25
21232,2011-11-22,7.0,1.25
21232,2011-11-23,94.0,1.25
21232,2011-11-24,2.0,2.46
21232,2011-11-25,34.0,2.46
21232,2011-11-27,1.0,1.25
21232,2011-11-28,13.0,2.46
21232,2011-11-29,64.0,1.25
21232,2011-11-30,32.0,2.46
21232,2011-12-01,239.0,1.25
21232,2011-12-02,31.0,2.46
21232,2011-12-05,75.0,2.46
21232,2011-12-06,3.0,2.46
21232,2011-12-07,94.0,1.25
21232,2011-12-08,30.0,2.46
21232,2011-12-09,14.0,2.46
21754,2010-12-01,22.0,5.95
21754,2010-12-02,17.0,5.95
21754,2010-12-03,1.0,11.87
21754,2010-12-05,39.0,5.95
21754,2010-12-06,37.0,5.95
21754,2010-12-07,22.0,5.95
21754,2010-12-08,30.0,5.95
21754,2010-12-09,22.0,5.95
21754,2010-12-10,8.0,11.87
21754,2010-12-12,8.0,5.95
21754,2010-12-13,12.0,5.95
21754,2010-12-14,13.0,5.95
21754,2010-12-15,11.0,5.95
21754,2010-12-16,15.0,5.95
21754,2010-12-17,18.0,11.87
21754,2010-12-20,6.0,11.87
21754,2010-12-21,3.0,5.95
21754,2010-12-22,2.0,5.95
21754,2010-12-23,2.0,5.95
21754,2011-01-04,40.0,5.45
21754,2011-01-05,40.0,5.95
21754,2011-01-06,9.0,5.95
21754,2011-01-07,6.0,5.95
21754,2011-01-09,7.0,5.95
21754,2011-01-10,34.0,5.95
21754,2011-01-11,8.0,5.95
21754,2011-01-12,7.0,5.95
21754,2011-01-13,5.0,11.63
21754,2011-01-14,10.0,5.95
21754,2011-01-16,6.0,5.95
21754,2011-01-17,19.0,5.95
21754,2011-01-18,2.0,11.63
21754,2011-01-19,15.0,5.95
21754,2011-01-20,3.0,5.95
21754,2011-01-21,1.0,5.95
21754,2011-01-23,5.0,5.95
21754,2011-01-24,2.0,11.63
21754,2011-01-25,30.0,5.95
21754,2011-01-26,8.0,5.95
21754,2011-01-27,22.0,5.95
21754,2011-01-28,2.0,11.63
21754,2011-01-30,7.0,5.95
21754,2011-01-31,3.0,11.63
21754,2011-02-01,21.0,5.95
21754,2011-02-02,21.0,5.95
21754,2011-02-03,4.0,5.95
21754,2011-02-04,22.0,5.95
21754,2011-02-07,3.0,5.95
21754,2011-02-08,8.0,5.95
21754,2011-02-09,1.0,5.95
21754,2011-02-10,8.0,5.95
21754,2011-02-11,18.0,5.95
21754,2011-02-13,22.0,5.95
21754,2011-02-15,6.0,11.63
21754,2011-02-16,26.0,5.95
21754,2011-02-17,5.0,5.95
21754,2011-02-18,9.0,5.95
21754,2011-02-21,6.0,5.95
21754,2011-02-22,10.0,5.95
21754,2011-02-23,8.0,5.95
21754,2011-02-24,8.0,5.95
21754,2011-02-25,20.0,5.95
21754,2011-02-27,23.0,5.95
21754,2011-02-28,7.0,5.95
21754,2011-03-01,21.0,5.95
21754,2011-03-02,15.0,5.95
21754,2011-03-04,1.0,11.63
21754,2011-03-06,15.0,5.95
21754,2011-03-07,14.0,11.63
21754,2011-03-08,3.0,5.95
21754,2011-03-09,12.0,5.95
21754,2011-03-10,8.0,5.95
21754,2011-03-11,1.0,5.95
21754,2011-03-13,22.0,5.95
21754,2011-03-14,6.0,5.95
21754,2011-03-15,24.0,5.95
21754,2011-03-16,6.0,5.95
21754,2011-03-17,11.0,5.95
21754,2011-03-18,2.0,5.95
21754,2011-03-20,4.0,5.95
21754,2011-03-21,2.0,5.95
21754,2011-03-22,4.0,11.63
21754,2011-03-23,6.0,5.95
21754,2011-03-24,14.0,5.95
21754,2011-03-25,2.0,5.95
21754,2011-03-27,4.0,5.95
21754,2011-03-28,21.0,5.95
21754,2011-03-29,11.0,5.95
21754,2011-03-30,6.0,5.95
21754,2011-03-31,9.0,5.95
21754,2011-04-01,11.0,5.95
21754,2011-04-03,3.0,5.95
21754,2011-04-04,4.0,5.95
21754,2011-04-05,7.0,5.95
21754,2011-04-06,2.0,11.63
21754,2011-04-07,4.0,5.95
21754,2011-04-08,3.0,5.95
21754,2011-04-10,12.0,5.95
21754,2011-04-11,6.0,5.95
21754,2011-04-12,3.0,5.95
21754,2011-04-13,9.0,5.95
21754,2011-04-14,15.0,5.95
21754,2011-04-17,12.0,5.95
21754,2011-04-18,17.0,5.95
21754,2011-04-19,1.0,11.63
21754,2011-04-20,9.0,5.95
21754,2011-04-21,10.0,5.95
21754,2011-04-26,32.0,5.95
21754,2011-04-27,5.0,11.63
21754,2011-04-28,11.0,5.95
21754,2011-05-01,7.0,5.95
21754,2011-05-03,8.0,5.95
21754,2011-05-04,7.0,5.95
21754,2011-05-05,7.0,5.95
21754,2011-05-06,16.0,5.95
21754,2011-05-08,4.0,5.95
21754,2011-05-09,12.0,5.95
21754,2011-05-10,32.0,5.95
21754,2011-05-11,6.0,5.95
21754,2011-05-12,48.0,5.95
21754,2011-05-13,16.0,5.95
21754,2011-05-15,18.0,5.45
21754,2011-05-16,7.0,5.95
21754,2011-05-17,42.0,5.95
21754,2011-05-18,7.0,5.95
21754,2011-05-19,5.0,11.63
21754,2011-05-20,9.0,5.95
21754,2011-05-22,16.0,5.95
21754,2011-05-23,4.0,5.95
21754,2011-05-24,7.0,5.95
21754,2011-05-25,9.0,5.95
21754,2011-05-26,6.0,5.95
21754,2011-05-27,5.0,5.95
21754,2011-05-29,2.0,5.95
21754,2011-05-31,2.0,11.63
21754,2011-06-01,1.0,5.95
21754,2011-06-02,26.0,5.45
21754,2011-06-03,3.0,5.95
21754,2011-06-05,12.0,5.95
21754,2011-06-06,9.0,5.95
21754,2011-06-07,14.0,5.95
21754,2011-06-08,7.0,5.95
21754,2011-06-09,4.0,5.95
21754,2011-06-10,9.0,5.95
21754,2011-06-12,4.0,5.95
21754,2011-06-13,4.0,5.95
21754,2011-06-14,3.0,5.95
21754,2011-06-15,6.0,5.95
21754,2011-06-16,12.0,5.95
21754,2011-06-19,5.0,5.95
21754,2011-06-20,3.0,5.95
21754,2011-06-22,7.0,5.95
21754,2011-06-23,10.0,5.95
21754,2011-06-26,10.0,5.95
21754,2011-06-27,19.0,11.63
21754,2011-06-28,6.0,5.95
21754,2011-06-29,2.0,5.95
21754,2011-06-30,4.0,5.95
21754,2011-07-04,1.0,5.95
21754,2011-07-05,14.0,5.95
21754,2011-07-07,4.0,5.95
21754,2011-07-08,1.0,11.63
21754,2011-07-10,2.0,5.95
21754,2011-07-11,7.0,11.63
21754,2011-07-12,6.0,11.63
21754,2011-07-13,4.0,5.95
21754,2011-07-14,9.0,5.95
21754,2011-07-15,4.0,5.95
21754,2011-07-17,3.0,5.95
21754,2011-07-18,6.0,5.95
21754,2011-07-19,17.0,5.95
21754,2011-07-20,8.0,5.95
21754,2011-07-21,2.0,5.95
21754,2011-07-22,3.0,5.95
21754,2011-07-24,9.0,5.95
21754,2011-07-25,6.0,5.95
21754,2011-07-26,4.0,5.95
21754,2011-07-27,4.0,5.95
21754,2011-07-28,9.0,5.95
21754,2011-07-29,6.0,5.95
21754,2011-07-31,6.0,5.95
21754,2011-08-01,5.0,5.95
21754,2011-08-02,1.0,11.63
21754,2011-08-04,10.0,5.95
21754,2011-08-05,3.0,5.95
21754,2011-08-07,9.0,5.95
21754,2011-08-08,3.0,5.95
21754,2011-08-11,13.0,5.95
21754,2011-08-14,1.0,5.95
21754,2011-08-15,20.0,5.95
21754,2011-08-16,7.0,5.95
21754,2011-08-17,22.0,5.95
21754,2011-08-18,11.0,5.95
21754,2011-08-19,3.0,5.95
21754,2011-08-21,4.0,5.95
21754,2011-08-22,6.0,5.95
21754,2011-08-23,27.0,5.95
21754,2011-08-24,1.0,5.95
21754,2011-08-25,2.0,5.95
21754,2011-08-28,5.0,5.95
21754,2011-09-01,10.0,6.25
21754,2011-09-02,3.0,11.63
21754,2011-09-04,4.0,6.25
21754,2011-09-06,3.0,5.95
21754,2011-09-08,9.0,6.25
21754,2011-09-09,30.0,6.25
21754,2011-09-11,14.0,6.25
21754,2011-09-13,25.0,6.25
21754,2011-09-14,4.0,6.25
21754,2011-09-15,2.0,6.25
21754,2011-09-16,7.0,6.25
21754,2011-09-18,7.0,6.25
21754,2011-09-19,6.0,6.25
21754,2011-09-20,6.0,6.25
21754,2011-09-21,4.0,6.25
21754,2011-09-25,1.0,6.25
21754,2011-09-26,5.0,6.25
21754,2011-09-27,3.0,6.25
21754,2011-09-28,8.0,6.25
21754,2011-09-29,9.0,6.25
21754,2011-09-30,3.0,6.25
21754,2011-10-02,5.0,6.25
21754,2011-10-03,18.0,6.25
21754,2011-10-04,7.0,6.25
21754,2011-10-05,3.0,6.25
21754,2011-10-06,9.0,6.25
21754,2011-10-07,6.0,6.25
21754,2011-10-09,1.0,6.25
21754,2011-10-10,5.0,6.25
21754,2011-10-11,4.0,6.25
21754,2011-10-13,7.0,6.25
21754,2011-10-16,2.0,6.25
21754,2011-10-17,10.0,6.25
21754,2011-10-18,3.0,11.63
21754,2011-10-19,8.0,6.25
21754,2011-10-20,4.0,6.25
21754,2011-10-21,3.0,6.25
21754,2011-10-23,6.0,6.25
21754,2011-10-25,3.0,6.25
21754,2011-10-26,4.0,6.25
21754,2011-10-27,9.0,6.25
21754,2011-10-28,3.0,6.25
21754,2011-10-30,29.0,6.25
21754,2011-10-31,8.0,6.25
21754,2011-11-01,10.0,6.25
21754,2011-11-02,4.0,11.63
21754,2011-11-03,12.0,6.25
21754,2011-11-04,18.0,5.45
21754,2011-11-06,6.0,6.25
21754,2011-11-07,6.0,6.25
21754,2011-11-08,9.0,6.25
21754,2011-11-09,4.0,6.25
21754,2011-11-10,4.0,6.25
21754,2011-11-11,1.0,6.25
21754,2011-11-13,6.0,6.25
21754,2011-11-15,9.0,6.25
21754,2011-11-16,13.0,6.25
21754,2011-11-17,32.0,6.25
21754,2011-11-18,3.0,6.25
21754,2011-11-20,1.0,6.25
21754,2011-11-21,6.0,6.25
21754,2011-11-22,8.0,6.25
21754,2011-11-23,14.0,6.25
21754,2011-11-24,7.0,11.63
21754,2011-11-25,18.0,5.45
21754,2011-11-27,5.0,6.25
21754,2011-11-28,3.0,11.63
21754,2011-11-29,15.0,6.25
21754,2011-11-30,4.0,6.25
21754,2011-12-01,18.0,5.45
21754,2011-12-02,10.0,6.25
21754,2011-12-04,2.0,6.25
21754,2011-12-05,2.0,11.63
21754,2011-12-06,13.0,6.25
21754,2011-12-07,7.0,6.25
21754,2011-12-08,4.0,11.63
21754,2011-12-09,2.0,11.63
21790,2010-12-01,41.0,0.85
21790,2010-12-02,228.0,0.85
21790,2010-12-03,21.0,1.66
21790,2010-12-05,23.0,0.85
21790,2010-12-06,108.0,0.85
21790,2010-12-07,18.0,1.66
21790,2010-12-08,196.0,0.85
21790,2010-12-09,25.0,0.85
21790,2010-12-10,121.0,0.85
21790,2010-12-12,18.0,0.85
21790,2010-12-13,3.0,1.66
21790,2010-12-14,60.0,0.85
21790,2010-12-16,12.0,0.85
21790,2010-12-17,25.0,1.66
21790,2010-12-19,2.0,0.85
21790,2010-12-20,17.0,1.66
21790,2010-12-21,2.0,0.85
21790,2010-12-23,1.0,1.66
21790,2011-01-04,144.0,0.72
21790,2011-01-05,74.0,1.66
21790,2011-01-06,13.0,1.66
21790,2011-01-07,5.0,1.66
21790,2011-01-12,19.0,0.85
21790,2011-01-13,2.0,1.63
21790,2011-01-14,1.0,1.63
21790,2011-01-16,2.0,0.85
21790,2011-01-17,29.0,1.63
21790,2011-01-20,7.0,1.63
21790,2011-01-23,5.0,0.85
21790,2011-01-24,1.0,1.63
21790,2011-01-25,1.0,1.63
21790,2011-01-26,12.0,0.85
21790,2011-01-27,12.0,0.85
21790,2011-01-28,12.0,0.85
21790,2011-01-31,12.0,0.85
21790,2011-02-01,12.0,0.85
21790,2011-02-02,1.0,1.63
21790,2011-02-03,12.0,0.85
21790,2011-02-04,12.0,0.85
21790,2011-02-07,12.0,0.85
21790,2011-02-08,2.0,1.63
21790,2011-02-09,1.0,1.63
21790,2011-02-10,3.0,0.85
21790,2011-02-11,13.0,1.63
21790,2011-02-13,2.0,0.85
21790,2011-02-14,13.0,1.63
21790,2011-02-15,24.0,0.85
21790,2011-02-17,36.0,0.85
21790,2011-02-21,160.0,0.85
21790,2011-02-22,2.0,0.85
21790,2011-02-24,24.0,0.85
21790,2011-02-27,18.0,0.85
21790,2011-02-28,19.0,0.85
21790,2011-03-01,12.0,0.85
21790,2011-03-02,24.0,0.85
21790,2011-03-03,3.0,1.63
21790,2011-03-04,13.0,1.63
21790,2011-03-07,15.0,1.63
21790,2011-03-08,26.0,0.85
21790,2011-03-09,12.0,0.85
21790,2011-03-10,12.0,0.85
21790,2011-03-11,3.0,0.85
21790,2011-03-13,3.0,0.85
21790,2011-03-14,24.0,0.85
21790,2011-03-15,15.0,0.85
21790,2011-03-16,2.0,0.85
21790,2011-03-17,48.0,0.85
21790,2011-03-18,72.0,0.72
21790,2011-03-21,15.0,0.85
21790,2011-03-22,52.0,0.85
21790,2011-03-24,12.0,0.85
21790,2011-03-25,16.0,0.85
21790,2011-03-27,1.0,0.85
21790,2011-03-28,13.0,1.63
21790,2011-03-29,113.0,1.63
21790,2011-03-30,88.0,0.85
21790,2011-03-31,30.0,0.85
21790,2011-04-01,73.0,0.85
21790,2011-04-03,4.0,0.85
21790,2011-04-05,12.0,0.85
21790,2011-04-06,1.0,0.85
21790,2011-04-07,3.0,0.85
21790,2011-04-08,67.0,0.85
21790,2011-04-10,1.0,0.85
21790,2011-04-11,24.0,0.85
21790,2011-04-12,48.0,0.85
21790,2011-04-13,12.0,0.85
21790,2011-04-14,228.0,0.85
21790,2011-04-15,2.0,0.85
21790,2011-04-17,27.0,0.85
21790,2011-04-18,47.0,1.63
21790,2011-04-19,25.0,1.63
21790,2011-04-20,36.0,0.85
21790,2011-04-21,265.0,0.85
21790,2011-04-26,12.0,0.85
21790,2011-04-27,19.0,1.63
21790,2011-04-28,24.0,0.85
21790,2011-05-01,13.0,0.85
21790,2011-05-03,1.0,1.63
21790,2011-05-04,24.0,0.85
21790,2011-05-05,26.0,1.63
21790,2011-05-06,2.0,1.63
21790,2011-05-08,24.0,0.85
21790,2011-05-09,24.0,0.85
21790,2011-05-10,13.0,0.85
21790,2011-05-11,195.0,0.85
21790,2011-05-12,13.0,1.63
21790,2011-05-13,12.0,0.85
21790,2011-05-15,12.0,0.85
21790,2011-05-16,57.0,0.85
21790,2011-05-17,12.0,0.85
21790,2011-05-18,12.0,0.85
21790,2011-05-19,12.0,0.85
21790,2011-05-20,12.0,0.85
21790,2011-05-22,4.0,0.85
21790,2011-05-23,11.0,0.85
21790,2011-05-24,2.0,1.63
21790,2011-05-26,48.0,0.85
21790,2011-05-27,12.0,0.85
21790,2011-05-29,2.0,0.85
21790,2011-05-31,157.0,0.85
21790,2011-06-01,8.0,0.85
21790,2011-06-02,1.0,1.63
21790,2011-06-03,13.0,0.85
21790,2011-06-06,12.0,0.85
21790,2011-06-07,21.0,0.85
21790,2011-06-08,19.0,0.85
21790,2011-06-09,36.0,0.85
21790,2011-06-10,2.0,1.63
21790,2011-06-12,12.0,0.85
21790,2011-06-13,24.0,0.85
21790,2011-06-14,22.0,1.63
21790,2011-06-15,2.0,1.63
21790,2011-06-16,4.0,0.85
21790,2011-06-19,66.0,0.85
21790,2011-06-20,32.0,1.63
21790,2011-06-21,290.0,0.85
21790,2011-06-22,14.0,0.85
21790,2011-06-23,37.0,0.85
21790,2011-06-24,1.0,1.63
21790,2011-06-28,1.0,0.85
21790,2011-06-29,1.0,1.63
21790,2011-07-01,48.0,0.85
21790,2011-07-03,15.0,0.85
21790,2011-07-04,41.0,0.85
21790,2011-07-05,51.0,1.63
21790,2011-07-06,9.0,0.85
21790,2011-07-07,1.0,1.63
21790,2011-07-10,19.0,0.85
21790,2011-07-11,144.0,0.72
21790,2011-07-12,148.0,1.63
21790,2011-07-13,13.0,1.63
21790,2011-07-14,13.0,1.63
21790,2011-07-15,19.0,0.85
21790,2011-07-17,16.0,0.85
21790,2011-07-18,2.0,1.63
21790,2011-07-19,98.0,0.85
21790,2011-07-20,19.0,0.85
21790,2011-07-21,21.0,0.85
21790,2011-07-22,26.0,0.85
21790,2011-07-24,12.0,0.85
21790,2011-07-25,75.0,1.63
21790,2011-07-26,1.0,1.63
21790,2011-07-27,28.0,0.85
21790,2011-07-28,289.0,1.63
21790,2011-07-29,24.0,0.85
21790,2011-07-31,14.0,0.85
21790,2011-08-01,2.0,0.85
21790,2011-08-02,1.0,1.63
21790,2011-08-03,51.0,0.85
21790,2011-08-04,18.0,0.85
21790,2011-08-05,27.0,0.85
21790,2011-08-08,14.0,0.85
21790,2011-08-09,24.0,0.85
21790,2011-08-10,25.0,1.63
21790,2011-08-11,63.0,0.85
21790,2011-08-12,12.0,0.85
21790,2011-08-14,36.0,0.85
21790,2011-08-15,48.0,0.85
21790,2011-08-16,3.0,0.85
21790,2011-08-17,26.0,0.85
21790,2011-08-18,74.0,0.85
21790,2011-08-19,12.0,0.85
21790,2011-08-21,2.0,0.85
21790,2011-08-22,49.0,0.85
21790,2011-08-23,12.0,0.85
21790,2011-08-24,30.0,0.85
21790,2011-08-25,12.0,0.85
21790,2011-08-26,12.0,0.85
21790,2011-08-28,24.0,0.85
21790,2011-08-30,11.0,1.63
21790,2011-08-31,1.0,1.63
21790,2011-09-01,110.0,0.85
21790,2011-09-02,30.0,0.85
21790,2011-09-04,15.0,0.85
21790,2011-09-05,90.0,0.85
21790,2011-09-06,12.0,0.85
21790,2011-09-07,1.0,1.63
21790,2011-09-08,169.0,0.85
21790,2011-09-09,384.0,0.85
21790,2011-09-11,144.0,0.72
21790,2011-09-12,33.0,0.85
21790,2011-09-13,50.0,0.85
21790,2011-09-14,2.0,0.85
21790,2011-09-15,65.0,0.85
21790,2011-09-16,64.0,0.85
21790,2011-09-18,8.0,0.85
21790,2011-09-19,14.0,0.85
21790,2011-09-20,312.0,0.85
21790,2011-09-21,108.0,0.85
21790,2011-09-22,70.0,0.85
21790,2011-09-23,49.0,0.85
21790,2011-09-25,44.0,0.85
21790,2011-09-26,180.0,0.85
21790,2011-09-27,38.0,1.63
21790,2011-09-28,2.0,1.63
21790,2011-09-29,84.0,0.85
21790,2011-09-30,32.0,0.85
21790,2011-10-02,7.0,0.85
21790,2011-10-03,51.0,0.85
21790,2011-10-04,255.0,0.85
21790,2011-10-05,62.0,0.85
21790,2011-10-06,40.0,0.85
21790,2011-10-07,145.0,0.85
21790,2011-10-09,6.0,0.85
21790,2011-10-10,13.0,1.63
21790,2011-10-11,86.0,0.85
21790,2011-10-12,59.0,0.85
21790,2011-10-13,50.0,0.85
21790,2011-10-14,25.0,0.85
21790,2011-10-16,56.0,0.85
21790,2011-10-17,22.0,1.63
21790,2011-10-18,137.0,0.85
21790,2011-10-19,49.0,0.85
21790,2011-10-20,25.0,0.85
21790,2011-10-21,31.0,0.85
21790,2011-10-23,12.0,0.85
21790,2011-10-24,65.0,0.85
21790,2011-10-25,36.0,0.85
21790,2011-10-26,2.0,0.85
21790,2011-10-27,157.0,0.85
21790,2011-10-28,95.0,0.85
21790,2011-10-30,9.0,0.85
21790,2011-10-31,30.0,1.63
21790,2011-11-01,5.0,0.85
21790,2011-11-02,319.0,0.85
21790,2011-11-03,37.0,0.85
21790,2011-11-04,31.0,0.85
21790,2011-11-06,98.0,0.85
21790,2011-11-07,280.0,1.63
21790,2011-11-08,40.0,0.85
21790,2011-11-09,159.0,0.85
21790,2011-11-10,56.0,0.85
21790,2011-11-11,43.0,0.85
21790,2011-11-13,34.0,0.85
21790,2011-11-14,385.0,0.85
21790,2011-11-15,40.0,0.85
21790,2011-11-16,40.0,0.85
21790,2011-11-17,13.0,1.63
21790,2011-11-18,19.0,0.85
21790,2011-11-20,177.0,0.85
21790,2011-11-21,52.0,0.85
21790,2011-11-22,102.0,0.85
21790,2011-11-23,113.0,0.85
21790,2011-11-24,80.0,0.85
21790,2011-11-25,55.0,0.85
21790,2011-11-27,18.0,0.85
21790,2011-11-28,85.0,0.85
21790,2011-11-29,88.0,0.85
21790,2011-11-30,46.0,0.85
21790,2011-12-01,325.0,0.85
21790,2011-12-02,9.0,0.85
21790,2011-12-04,54.0,0.85
21790,2011-12-05,87.0,1.63
21790,2011-12-06,35.0,0.85
21790,2011-12-07,14.0,0.85
21790,2011-12-08,71.0,0.85
21790,2011-12-09,13.0,1.63
21929,2010-12-01,31.0,1.95
21929,2010-12-02,100.0,1.65
21929,2010-12-03,9.0,5.06
21929,2010-12-05,6.0,1.95
21929,2010-12-06,4.0,4.21
21929,2010-12-07,62.0,1.95
21929,2010-12-08,115.0,1.95
21929,2010-12-09,2.0,1.95
21929,2010-12-10,12.0,4.21
21929,2010-12-12,2.0,1.95
21929,2010-12-13,30.0,1.95
21929,2010-12-14,26.0,1.95
21929,2010-12-15,2.0,1.95
21929,2010-12-16,122.0,1.95
21929,2010-12-17,2.0,4.21
21929,2010-12-19,1.0,1.95
21929,2010-12-20,2.0,4.21
21929,2010-12-21,7.0,5.06
21929,2010-12-23,4.0,5.06
21929,2011-01-05,220.0,1.65
21929,2011-01-06,21.0,5.06
21929,2011-01-07,131.0,1.95
21929,2011-01-09,38.0,1.95
21929,2011-01-10,1.0,4.21
21929,2011-01-11,28.0,4.96
21929,2011-01-13,1.0,4.13
21929,2011-01-14,29.0,4.13
21929,2011-01-16,13.0,1.95
21929,2011-01-17,22.0,1.95
21929,2011-01-18,8.0,1.95
21929,2011-01-20,3.0,4.13
21929,2011-01-21,8.0,4.13
21929,2011-01-24,3.0,4.13
21929,2011-01-25,166.0,1.95
21929,2011-01-26,3.0,4.13
21929,2011-01-27,1.0,4.13
21929,2011-01-28,8.0,4.96
21929,2011-01-31,23.0,4.96
21929,2011-02-01,20.0,1.95
21929,2011-02-02,111.0,1.95
21929,2011-02-03,32.0,1.95
21929,2011-02-04,18.0,4.96
21929,2011-02-06,31.0,1.95
21929,2011-02-07,30.0,1.95
21929,2011-02-08,24.0,4.13
21929,2011-02-09,13.0,1.95
21929,2011-02-10,10.0,1.95
21929,2011-02-11,12.0,4.96
21929,2011-02-14,110.0,1.95
21929,2011-02-15,1.0,4.13
21929,2011-02-17,19.0,4.96
21929,2011-02-18,100.0,1.65
21929,2011-02-20,10.0,1.95
21929,2011-02-21,1.0,4.13
21929,2011-02-22,23.0,1.95
21929,2011-02-23,20.0,4.96
21929,2011-02-24,40.0,1.95
21929,2011-02-25,11.0,4.96
21929,2011-02-27,11.0,1.95
21929,2011-02-28,13.0,4.13
21929,2011-03-01,33.0,1.95
21929,2011-03-02,7.0,1.95
21929,2011-03-03,12.0,1.95
21929,2011-03-04,121.0,1.95
21929,2011-03-07,223.0,1.95
21929,2011-03-08,50.0,1.95
21929,2011-03-09,11.0,4.13
21929,2011-03-10,18.0,1.95
21929,2011-03-11,16.0,4.96
21929,2011-03-13,4.0,1.95
21929,2011-03-14,1.0,1.95
21929,2011-03-15,10.0,4.96
21929,2011-03-16,13.0,1.95
21929,2011-03-17,435.0,1.95
21929,2011-03-18,17.0,4.96
21929,2011-03-20,22.0,1.95
21929,2011-03-21,140.0,1.95
21929,2011-03-22,22.0,4.13
21929,2011-03-23,26.0,1.95
21929,2011-03-24,12.0,1.95
21929,2011-03-25,220.0,1.95
21929,2011-03-28,102.0,4.13
21929,2011-03-29,284.0,1.95
21929,2011-03-30,46.0,1.95
21929,2011-03-31,28.0,2.08
21929,2011-04-01,3.0,2.08
21929,2011-04-04,33.0,2.08
21929,2011-04-05,13.0,4.13
21929,2011-04-06,19.0,4.96
21929,2011-04-07,16.0,2.08
21929,2011-04-08,11.0,4.13
21929,2011-04-10,2.0,2.08
21929,2011-04-11,19.0,2.08
21929,2011-04-12,24.0,2.08
21929,2011-04-13,20.0,2.08
21929,2011-04-14,23.0,2.08
21929,2011-04-15,18.0,4.96
